position,skills,experience,company_name,job_locations,education,job_type,workplace,vacancies,salary,posted_date,deadline,source,job_url
IT Systems & Data Specialist (US Hours / Night Shift),Cloud Computing; Data analysis; MySQL; Python,2 to 5 years The applicants should have experience in the following business area(s): IT Enabled Service,A Renowned Company,Sylhet,"Bachelor of Science (BSc) in Computer Science Bachelor of Science (BSc) in Data Science Bachelor’s/Master’s degree in CSE, Computer Science, Data Science, Statistics, Business Analytics, Mathematics, ",FullTime,,1,Negotiable,2026-09-23,2026-10-23,bdjobs.com,https://bdjobs.com/h/details/1537213
Data Management Officer,Computer Science; Engineering; Data Science; SQLite; Firebase; PostgreSQL; Azure,"3 to 5 years The applicants should have experience in the following business area(s): Govt./ Semi Govt./ Autonomous body, Development Agency",The Bangladesh Red Crescent Society,Dhaka,Bachelor of Science (BSc) in Information Technology Bachelor of Science (BSc) in Information Management Master of Science (MSc) in Information Technology A bachelor’s degree on technical discipline wi,Contract,,1,Tk. 80000 (Monthly),2026-09-23,2026-09-28,bdjobs.com,https://bdjobs.com/h/details/1537277
Associate Executive/ Executive (System Engineer) - IT,Backup Storage System; Cloud Computing; Hardware & Networking; Infrastructure Development; IT Infrastructure and Network Implementation; IT System Management; Linux OS,"1 to 3 years The applicants should have experience in the following business area(s): Group of Companies, Plastic/ Polymer Industry, Sanitary ware, Steel, Tiles/Ceramic",AKIJBASHIR GROUP,Dhaka (Banani),Bachelor of Science (BSc) in Computer Science & Engineering Microsoft Certified: Azure Solutions Architect Expert VMware Certified Professional (VCP) ITIL 4 Foundation Red Hat Certified Engineer (RHCE,FullTime,Office,1,Negotiable,2026-09-23,2026-10-02,bdjobs.com,https://bdjobs.com/h/details/1537102
IT Officer,CCNA (Cisco Certified Network Associate); Endpoint Security; Hardware Troubleshooting; ISP; LAN; WAN; Microsoft intune,At least 5 years The applicants should have experience in the following business area(s): Development Agency,The Asia Foundation,Dhaka,Bachelor of Science (BSc) in Information Technology Bachelor of Science (BSc) in Computer Science Diploma in Engineering in Information Technology Diploma in Engineering in Computer Science Bachelor’s,FullTime,,1,--,2026-09-23,2026-10-07,bdjobs.com,https://bdjobs.com/h/details/1537095
Software Engineer,Software Architect; Software Development; Software Engineering; Software Implementation; Python; JavaScript; HTML & CSS; React.js,NA,1 Technologies Ltd,Dhaka,"Masters in Computer Application (MCA) in Computer Science & Engineering, Computer Engineering, Computer Science Bachelor of Computer Application (BCA) in Computer Science & Engineering, Computer Scien",FullTime,Office,10,Negotiable,2026-09-23,2026-10-23,bdjobs.com,https://bdjobs.com/h/details/1536954
Manager/AGM – Information Technology,VMware; Networking; LAN/WAN; CCNA; Firewall; Fortinet; ERP; Hardware; Project Management,10 to 12 years,building technology & ideas ltd.,Dhaka (Gulshan),"Bachelor’s/Master’s degree in Computer Science, CSE, Information Technology, Information Systems, or a related discipline. Professional certifications such as CCNA/CCNP, Fortinet, Microsoft, VMware, I",FullTime,Office,1,Negotiable,2026-09-23,2026-10-23,bdjobs.com,https://bdjobs.com/h/details/1537026
Data Artist- Associate (Morning & Afternoon Shift),Analytical Skill; Data analysis; Microsoft Office; Proficiency in English and Bangla; Data quality assurance; Market Research; Quality Control,NA,Catalyst Solutions,"Chattogram, Dhaka (DOHS Baridhara)","Bachelor of Science (BSc) in Computer Science & Engineering, Electrical & Electronic Engineering, Electronics and Telecommunication Engineering, Statistics, Mathematics",FullTime,Office,10,Tk. 18000 - 25000 (Monthly),2026-09-23,2026-10-23,bdjobs.com,https://bdjobs.com/h/details/1537032
"Mobile Application Developer, IT",Android application development; Dart; Flutter; iOS Application Development; JavaKotlin; MVVM; XML,"At least 4 years The applicants should have experience in the following business area(s): Group of Companies, IT Enabled Service, Manufacturing (FMCG)",Meghna Group of Industries.,Dhaka (Gulshan),"Bachelor of Science (BSc) in Computer Science & Engineering, Computer Science, Information Technology",FullTime,Office,1,Negotiable,2026-09-23,2026-09-30,bdjobs.com,https://bdjobs.com/h/details/1536953
Executive (CRM Online Sales),Digital Marketing (Social Media Marketing); Telemarketing; CRM Management; Telesales,NA,The Software Engineers,Anywhere in Bangladesh,Bachelor of Science (BSc),FullTime,Office,4,Tk. 15000 - 25000 (Monthly),2026-09-23,2026-09-30,bdjobs.com,https://bdjobs.com/h/details/1536982
"Deputy Manager, Sales & Marketing",Sales & Marketing; Negotiation Skill; Target Oriented; Strategic Planning,5 to 8 years The applicants should have experience in the following business area(s): Software Company,The Software Engineers,Anywhere in Bangladesh,Bachelor of Science (BSc),FullTime,Office,2,Tk. 20000 - 35000 (Monthly),2026-09-23,2026-09-30,bdjobs.com,https://bdjobs.com/h/details/1536976
Junior UI/UX Designer,Communication; Figma; Figma to HTML; Fluent in English; patience and flexible; UI; UX Design; Adobe Photoshop; Mockup; SketchUp; UIUX and graphic design,"At most 2 years The applicants should have experience in the following business area(s): Software Company, Logistic/Courier/Air Express Companies Freshers are also encouraged to apply.",Metafour Asia,Dhaka (Uttara Sector 7),Bachelor of Science (BSc) in Computer Science & Engineering UI/UX Related training,FullTime,Office,1,Tk. 25000 - 35000 (Monthly),2026-09-23,2026-10-22,bdjobs.com,https://bdjobs.com/h/details/1536666
Executive Telesales,,At most 2 years,Maktro Electronics Limited,Dhaka,Diploma in Computer Diploma in Engineering Diploma in Electronics,FullTime,Office,3,Tk. 13000 - 20000 (Monthly),2026-09-23,2026-10-15,bdjobs.com,https://bdjobs.com/h/details/1536049
Officer/ Senior Officer - IT,Application Testing; IT Infrastructure; LAN; WAN; Software Installation; Troubleshooting,"1 to 2 years The applicants should have experience in the following business area(s): Chain shop, Retail Store, Super store",Alfamart Trading Bangladesh Ltd.,Gazipur (Tongi),Bachelor of Science (BSc) in Computer Science & Engineering B.Sc. in Computer Science & Engineering from a recognized university. CCNA (Cisco Certified Network Associate) certification will be conside,FullTime,Office,1,Negotiable,2026-09-23,2026-10-15,bdjobs.com,https://bdjobs.com/h/details/1536967
Technical Support Engineer,Computer Engineering; Courier products; Customer Care; Customer Relationship; Customer Service; Empathetic; Fluent in English; International Courier; Proactive and Positive attitude; Relationship Management; Reporting and Documentation; Technical Skill; Troubleshooting,"At most 2 years The applicants should have experience in the following business area(s): Business-to-Business (B2B) Software and Services Startup, IT Enabled Service, Logistic/Courier/Air Express Companies, Software Company Freshers are also encouraged to apply.",Metafour Asia,Dhaka (Uttara Sector 7),Bachelor of Science (BSc) in Computer Science & Engineering,FullTime,Office,2,Tk. 25000 - 35000 (Monthly),2026-09-23,2026-10-22,bdjobs.com,https://bdjobs.com/h/details/1536658
Digital Marketing Executive,Graphic Design; Digital Marketing (Social Media Marketing); Canva; facebook ads; Adobe Photoshop,NA,Smart Distribution (Pvt) Ltd.,Dhaka,"Diploma in Computer Bachelor degree in any discipline Bachelor of Business Administration (BBA) in Marketing Bachelor degree in any discipline Diploma/Degree in Computer Science, Engineering, Business",FullTime,Office,2,Negotiable,2026-09-23,2026-09-30,bdjobs.com,https://bdjobs.com/h/details/1536944
"Web, SEO & AI Specialist",Search Engine Optimization (SEO); Digital Marketing (Social Media Marketing); Facebook marketing; Social Media Management; Artificial intelligence (AI),NA,BIA Group.,Dhaka,"Degree or professional training in IT, Computer Science, Web Development, SEO, Digital Marketing, or a related field is preferred.",FullTime,Office,1,Tk. 15000 - 25000 (Monthly),2026-09-23,2026-10-21,bdjobs.com,https://bdjobs.com/h/details/1536280
টেলি সেলস এক্সিকিউটিভ - পার্ট-টাইম,Communication; IT And Telecom; Sales Development; Telecommunication Service; Telemarketing; Telesales,NA,Edu Organizer,Dhaka (Mirpur 10),HSC শিক্ষাগত যোগ্যতা: HSC / সমমান,PartTime,Office,10,Tk. 10000 - 10000 (Monthly),2026-09-22,2026-09-30,bdjobs.com,https://bdjobs.com/h/details/1536861
"Asst. System Engineer, IT",Access Control; CCTV system; Ips; IT Support Service; Online UPS; PA system; PABX System; Solar Energy System; CCTV Maintaining; Networking; IT System Management,"2 to 5 years The applicants should have experience in the following business area(s): Group of Companies, IT Enabled Service, Power, Solar Energy",On Track Link,Chattogram,"Diploma in Engineering in Electrical & Electronic Engineering, Electronics, Computer Engineering, Computing & Information System, Information Technology Bachelor of Science (BSc) in Electrical & Elect",FullTime,Office,2,Tk. 12000 - 18000 (Monthly),2026-09-22,2026-10-22,bdjobs.com,https://bdjobs.com/h/details/1536803
Executive - IT,Mikrotik; Network Administration; Switches; Routers; End User Support; Docker; Zimbra; MySQL database,"3 to 5 years The applicants should have experience in the following business area(s): IT Enabled Service, Automobile",MRM VENTURES LTD,Dhaka (Aftabnagar),"Bachelor of Science (BSc) in Computer Science & Engineering Bachelor of Science (BSc) in Information Technology Bachelor of Science (BSc) in Computer Science & Engineering, Information Technology Bach",FullTime,,1,Negotiable,2026-09-22,2026-10-22,bdjobs.com,https://bdjobs.com/h/details/1536799
AI & Marketing Intelligence Specialist,AI Intregation; API Development; Artificial intelligence (AI); Business intelligence; CRM software and Microsoft Office Suite.; Reporting Dashboard; Sales Forecasting; Search Engine Optimization (SEO); Digital Marketing; SEO and Digital Marketing; Artificial Intelligence Usage; Data analysis,"At least 2 years The applicants should have experience in the following business area(s): Artificial Intelligence (AI) Startup, Advertising Technology (AdTech) Startup, Software Company",Sunset Kuakata Hotel & Resort PLC,Dhaka (Dhanmondi 27),Bachelor of Science (BSc) in Computer Science Master of Science (MSc) in Data Science,FullTime,,2,Negotiable,2026-09-22,2026-10-22,bdjobs.com,https://bdjobs.com/h/details/1536778
"Executive, IT",CCTV Maintaining; Computer Hardware Maintenance; Database; HR Software; Microsoft Office; Networking; Database management; ERP Software; Hardware Troubleshooting; HRIS; HR Database Management; Installation; Erection; Network Engineering,"2 to 3 years The applicants should have experience in the following business area(s): Furniture Manufacturer, Garments, Group of Companies, Plastic/ Polymer Industry, Real Estate",Tanin Group,Dhaka,Diploma in Computer in Computer Science & Engineering Bachelor of Science (BSc) in Computer Science & Engineering,FullTime,Office,1,Tk. 20000 - 24000 (Monthly),2026-09-22,2026-10-22,bdjobs.com,https://bdjobs.com/h/details/1533945
"Full Stack Developer (PHP, Laravel, ReactJS, SQL and PostgreSQL)",Software Implementation; Debugging; Frontend Development (Web); Git; ReactJS; RESTful API; SQL,At least 3 years The applicants should have experience in the following business area(s): Consulting Firms,EQMS Consulting Limited,Anywhere in Bangladesh,"Bachelor of Science (BSc) in Computer Engineering, Information Technology Master of Science (MSc) in Computer Engineering, Information Technology",FullTime,Office,2,Negotiable,2026-09-22,2026-10-19,bdjobs.com,https://bdjobs.com/h/details/1536736
Senior Executive /Executive (IT),CCNA (Cisco Certified Network Associate); Red Hat; IT System Management,3 to 5 years,Shopno Shohor Properties Limited,Dhaka,"Bachelor of Science (BSc) in Computer Science & Engineering Bachelor of Science (BSc) in Computer Science & Engineering from any reputed public or private university. Training/Trade Course: CCNA, Red ",FullTime,Office,1,--,2026-09-22,2026-10-22,bdjobs.com,https://bdjobs.com/h/details/1536745
QA Engineer (Intern),SQL; Git; Software Testing; JIRA; Agile; Scrum,At most 1 year Freshers are also encouraged to apply.,Tirzok Pvt. Ltd.,Anywhere in Bangladesh,"Bachelor of Science (BSc) in CSE/CSIT, Electrical, Related Field Professional Certification or Training will be given preference.",FullTime,Office,1,Negotiable,2026-09-22,2026-10-05,bdjobs.com,https://bdjobs.com/h/details/1535868
Technical Lead,.NET; ERP Software; Next.js; Oracle; React.js; REST APIs; Software Architect,"At least 10 years The applicants should have experience in the following business area(s): Group of Companies, Manufacturing (FMCG), Textile, IT Enabled Service",Akij Textile Mills Ltd,Dhaka,Bachelor of Science (BSc) in Computer Science & Engineering BSc in CSE from a reputed university,FullTime,Office,1,Negotiable,2026-09-22,2026-10-22,bdjobs.com,https://bdjobs.com/h/details/1536711
Junior Engineer/ Assistant Engineer - Retail & Corporate Support,Client Relationship; Communication; Customer Support; Issue Resolution; Server Configuration; Technical Support; Troubleshooting,1 to 2 years The applicants should have experience in the following business area(s): Telecommunication Freshers are also encouraged to apply.,STARDUST Telecom Ltd. (Concern of Confidence Group),Chattogram,"Bachelor of Science (BSc) in Computer Science & Engineering Bachelor of Science (BSc) in Electrical & Electronic Engineering Diploma/Bachelor’s degree in CSE, EEE, ETE, or ICE or related field.",FullTime,Office,1,Negotiable,2026-09-22,2026-09-28,bdjobs.com,https://bdjobs.com/h/details/1536655
Manager-Project Management,Process Improvement; Project Management; Quality Assurance; Risk Management; Stakeholder Management,"8 to 10 years The applicants should have experience in the following business area(s): ISP, IT Enabled Service",BRACNet Limited,Dhaka,"Bachelor of Science (BSc) in Computer Science & Engineering, Electronics and Telecommunication Engineering Master of Business Administration (MBA)",FullTime,Office,1,Negotiable,2026-09-22,2026-10-22,bdjobs.com,https://bdjobs.com/h/details/1536634
System Engineer,Laptop Servicing; Operating PABX; Printer servicing; Server Management; Troubleshooting; Windows or Linux server administration; VMware; IT Infrastructure,"3 to 5 years The applicants should have experience in the following business area(s): Computer Hardware/Network Companies, IT Enabled Service",International Office Machines Ltd,Dhaka (Kuril),"Bachelor of Science (BSc) in Computer Science Diploma in Computer Professional Certification: CCNA, MTCNA will be preferable",FullTime,Office,2,Negotiable,2026-09-22,2026-10-22,bdjobs.com,https://bdjobs.com/h/details/1536565
Sr. Executive/ Executive -SAP BASIS Administrator,C++; CSS; ERP Software; HTML & CSS; JavaScript; Paython; SQL,"2 to 3 years The applicants should have experience in the following business area(s): Garments, Group of Companies, Textile, IT Enabled Service",Anwar Group of Industries.,Dhaka (Motijheel),Bachelor of Science (BSc) in Computer Science & Engineering,FullTime,Office,1,Negotiable,2026-09-22,2026-10-09,bdjobs.com,https://bdjobs.com/h/details/1536531
Software Engineer (Internship),API Development; Git and Github; HTML5 & CSS3; Java EE; J2EE; Linux System; MySQL database; Spring Framework,NA,DigiCampus Education,Dhaka (Mirpur),Bachelor of Science (BSc) in Computer Science & Engineering B.Sc. in Computer Science & Engineering (CSE) or equivalent discipline. Final-year students are encouraged to apply. Fresh graduates are hig,Intern,Office,1,Tk. 10000 (Monthly),2026-09-22,2026-10-01,bdjobs.com,https://bdjobs.com/h/details/1534518
Website & Online Operations Executive,Digital Marketing,At least 5 years,FlaatBikroy.com Limited,Dhaka,Bachelor of Computer Application (BCA) in Computer Science & Engineering,FullTime,Office,3,Negotiable,2026-09-22,2026-10-20,bdjobs.com,https://bdjobs.com/h/details/1535772
Forensic Audit & AI Specialist- Internal Audit,Artificial intelligence (AI); CyberSecurity; Fraud risk management; Microsoft Power BI; Oracle; Python; SQL; Internal Audit,At least 3 years The applicants should have experience in the following business area(s): Garments,Hirdaramani Bangladesh (Kenpark & Regency),"Chattogram, Chattogram (Chattogram EPZ)","Bachelor of Science (BSc) Master of Science (MSc) Bachelor’s or Master’s degree from a recognised university in Information Systems, Computer Science, Cybersecurity, Accounting, Finance or a related f",FullTime,Office,1,Negotiable,2026-09-22,2026-10-06,bdjobs.com,https://bdjobs.com/h/details/1536516
"Project Officer, Data Analysis & Reporting, Health and Nutrition, HCMP",Data analysis; Field Supervision; Reporting; Risk Mitigation; Safeguarding,"At least 1 year The applicants should have experience in the following business area(s): Development Agency, NGO",BRAC,Cox`s Bazar (Ukhia),"Bachelor in relevant discipline from any reputed university/institute. statistics, computer science will be preferred",Contract,Office,1,Negotiable,2026-09-22,2026-09-27,bdjobs.com,https://bdjobs.com/h/details/1536141
Computer Programmer / Software Engineer,MySQL; JavaScript; Software Development; Python,3 to 5 years The applicants should have experience in the following business area(s): IT Enabled Service,DoPeace Technology Center Ltd.,Rangpur,"Bachelor of Science (BSc) in Computer Engineering Bachelor of Science (BSc) in Computer Science Master of Science (MSc) in Computer Engineering Masters/ Bachelor degree in Computer Science, Computer E",FullTime,Office,1,Tk. 40000 (Monthly),2026-09-21,2026-10-15,bdjobs.com,https://bdjobs.com/h/details/1536497
Senior Developer / Developer,Business intelligence; django; MS SQL Server.; PHP; Python; Software Development; SSRS,"3 to 6 years The applicants should have experience in the following business area(s): IT Enabled Service, Software Company",ZXY International,Dhaka,"Bachelor of Science (BSc) in Computer Science Bachelor of Science (BSc) in Software Engineering Bachelor of Science (BSc) in Information Technology Bachelor’s degree in Computer Science, Software Engi",FullTime,,1,--,2026-09-21,2026-10-10,bdjobs.com,https://bdjobs.com/h/details/1536470
Network Administrator- IT Infrastructure (PO-SPO),Hardware & Networking; IT Infrastructure; Network Engineering; IT System Management; Administration; Virtualization,5 to 8 years The applicants should have experience in the following business area(s): Banks,SHIMANTO BANK PLC,Dhaka,Bachelor of Science (BSc) in Computer Science/Computer Science & Engineering Master of Science (MSc) in Computer Science/Computer Science & Engineering,FullTime,Office,1,Negotiable,2026-09-21,2026-09-28,bdjobs.com,https://bdjobs.com/h/details/1536446
Principal Engineer - Network Infrastructure & Security,AWS; CCNP; Cisco; Fortinet; Google Cloud Platform (GCP); Juniper; LAN; WAN; Microsoft Azure; Python; REST API; Firewall; Firmware; Network Engineering,At least 8 years The applicants should have experience in the following business area(s): Financial Technology (Fintech) Startup,Nagad Limited,Dhaka,Bachelor of Science (BSc) in Computer Science & Engineering Bachelor of Science (BSc) in Information Technology Bachelor of Science (BSc) in Electrical & Electronic Engineering Bachelor of Science (BS,FullTime,Office,1,Negotiable,2026-09-21,2026-10-03,bdjobs.com,https://bdjobs.com/h/details/1535741
Trainee Officer / Officer - IT,Hardware; LAN; WAN; Networking; Troubleshooting; Linux System,1 to 3 years,Kazi Farms Group,Anywhere in Bangladesh,Bachelor of Science (BSc) in Computer Science & Engineering,FullTime,Office,1,Negotiable,2026-09-21,2026-09-29,bdjobs.com,https://bdjobs.com/h/details/1536074
Trainer-Computer Operation (Level 3),Data processing; Computer Networks; Troubleshooting; Trainer,"2 to 3 years The applicants should have experience in the following business area(s): Development Agency, NGO",Bangladesh Labour Foundation (BLF),Anywhere in Bangladesh,Diploma in Computer Bachelor of Science (BSc) in Computer Science Diploma in Computer Bachelor of Science (BSc) in Computer Science Diploma in Computer Engineering or Bachelor`s degree in Computer Sci,FullTime,Office,1,--,2026-09-21,2026-10-05,bdjobs.com,https://bdjobs.com/h/details/1536025
Trainer-Web Design (Level 3),Demonstration; Installation; Erection; IT Support Service; LAN; WAN; Safety Management,"2 to 3 years The applicants should have experience in the following business area(s): Development Agency, NGO",Bangladesh Labour Foundation (BLF),Anywhere in Bangladesh,"Diploma in Computer Bachelor of Science (BSc) Diploma in Computer Engineering or Bachelor’s degree in Computer Science & Engineering (CSE), Information Technology (IT), Multimedia & Web Design, or a r",FullTime,Office,1,--,2026-09-21,2026-10-05,bdjobs.com,https://bdjobs.com/h/details/1536029
Trainer- IT Support Service (Level 3),Electrical Installation and Maintenance; Linux; Maintenance; Network Engineering; Trainer; Troubleshooting,"2 to 3 years The applicants should have experience in the following business area(s): Development Agency, NGO",Bangladesh Labour Foundation (BLF),Anywhere in Bangladesh,"Diploma in Computer Bachelor of Science (BSc) Diploma in Computer Engineering / Bachelor’s degree in Computer Science & Engineering (CSE), Information Technology (IT), or a related discipline.",FullTime,Office,1,--,2026-09-21,2026-10-05,bdjobs.com,https://bdjobs.com/h/details/1536030
Associate Manager - Manager (PO - SPO) - Senior Database Administrator,Application management; Database Administrator (DBA); MySQL database; Security and Data Protection; SQL Query,"6 to 10 years The applicants should have experience in the following business area(s): Banks, IT Enabled Service",SHIMANTO BANK PLC,Dhaka,"Bachelor of Science (BSc) in Computer Science & Engineering, Electrical & Electronic Engineering",FullTime,Office,1,Negotiable,2026-09-21,2026-09-28,bdjobs.com,https://bdjobs.com/h/details/1536424
Sales & Marketing Executive - B2B Software/SaaS,Convincing Capability; convincing customers; Door To Door Marketing; Retail Sales; Sales & Marketing; Sales Target Achievement; Smart and Dedicated; Strategic Sales Planning; Target Oriented; Field Sales; IT & Software Marketing; Lead Generation; Customer Relationship; Consultative sales skills,"At least 1 year The applicants should have experience in the following business area(s): IT Enabled Service, Pharmaceutical/Medicine Companies, Software Company Freshers are also encouraged to apply.",Star Soft Ltd.,Dhaka (Khilkhet),,FullTime,Office,15,Tk. 12000 - 16000 (Monthly),2026-09-21,2026-09-30,bdjobs.com,https://bdjobs.com/h/details/1536289
Deputy Executive - Sales & Marketing,Communication and interpersonal skill; convincing customers; Negotiations Skill; Network Engineering; Sales Representative; Consumer Durables - Sales & Marketing; Sales & Marketing; sales and Distribution; Sales Target Achievement,NA,Broad Band Telecom Services Limited,Chattogram,Bachelor of Science (BSc) in Computer Science & Engineering Bachelor of Science (BSc) in Electrical & Electronic Engineering Bachelor of Science (BSc) in Electronics and Telecommunication Engineering ,FullTime,,1,Negotiable,2026-09-21,2026-09-28,bdjobs.com,https://bdjobs.com/h/details/1536330
Network Engineer - IT,Infrastructure Engineer; IT Infrastructure; IT Troubleshooting; Network Engineering; Networking; Safeguarding training; Vendor Sourcing,"At least 4 years The applicants should have experience in the following business area(s): Retail Store, Manufacturing (FMCG), NGO, IT Enabled Service",Aarong,Dhaka,"A Bachelor`s degree in Computer Science and Engineering, or a related discipline.",FullTime,Office,1,--,2026-09-21,2026-09-30,bdjobs.com,https://bdjobs.com/h/details/1536352
"Assistant Director - Project Management, Enterprise Applications",Business Analysis; digital technology; ERP Implementation; Project Management; System Analyst; Enterprise Application; Product life cycle management; Project Manager (Software); Risk Management; System analysis and design,"At least 5 years The applicants should have experience in the following business area(s): IT Enabled Service, University","Independent University, Bangladesh (IUB)",Dhaka,"Bachelor of Science (BSc) in Computer Science, Information Technology, Information Systems, Computer Engineering Bachelor of Business Administration (BBA) in Business Administration, Management",FullTime,Office,1,Negotiable,2026-09-21,2026-10-03,bdjobs.com,https://bdjobs.com/h/details/1536334
Assistant Officer (IT),LAN; WAN; Outlook Mail Configuration; Troubleshooting; Firewall Administration; Network Infrastructure; Network Troubleshooting; Routing Protocol; Switching & Routing,"1 to 2 years The applicants should have experience in the following business area(s): Group of Companies, Manufacturing (FMCG), IT Enabled Service, Telecommunication",Akij Flour Mills Ltd.,Narayanganj,Diploma in Computer Bachelor of Science (BSc) in Computer Science & Engineering,FullTime,Office,1,Negotiable,2026-09-21,2026-10-10,bdjobs.com,https://bdjobs.com/h/details/1536332
Application Support Executive,Client Relationship; Communication; Computer Literacy; Speaking Professionally; Reporting and Documentation; Server Configuration; Router configuration; Collaboration and Teamwork; Quality assurance and control; Project Management,"At most 2 years The applicants should have experience in the following business area(s): Software Company, Travel Agency Freshers are also encouraged to apply.",Prime Tech Solutions Ltd.,Dhaka,"Bachelor of Science (BSc) in Computer Science, Information Technology",FullTime,Office,2,Negotiable,2026-09-21,2026-10-21,bdjobs.com,https://bdjobs.com/h/details/1536180
Assistant Director - Cloud Infrastructure,Cloud Platform; DevOps; Microsoft Azure; DevOps Tools; Environmental Science; Information technology; Infrastructure Development; IT Infrastructure; Operational Management; Vendor Management,"At least 7 years The applicants should have experience in the following business area(s): University, IT Enabled Service","Independent University, Bangladesh (IUB)",Dhaka,"Master of Science (MSc) in Information Technology, Computer Science, Information Systems Bachelor of Science (BSc) in Computer Science, Computer Science & Engineering, Information Technology, Informat",FullTime,Office,1,Negotiable,2026-09-21,2026-10-04,bdjobs.com,https://bdjobs.com/h/details/1535993
"Officer, ICT Operations",Departmental store; Hardware & Networking; Hardware Engineer; Hardware Troubleshooting; Management; Purchase; Procurement; Stakeholder Management,NA,SMC Enterprise Ltd.,Dhaka,Masters degree in any discipline Bachelor of Science (BSc) in Computer Science Bachelor of Science (BSc) in Information Technology Bachelor of Science (BSc) in Electrical & Electronic Engineering Mast,FullTime,Office,1,Negotiable,2026-09-21,2026-10-06,bdjobs.com,https://bdjobs.com/h/details/1536284
Video Game 3D Lighting Designer - Intern,3D Design; 3d Modeler; 3D modeling and rendering; 3D models(character; Blender; Maya; Substance Painter; Unreal; unreal engine; Zbrush,NA,BDGAME STUDIO,Dhaka (Banani),Bachelor of Fine Arts (B.F.A) Bachelor of Science (BSc),Intern,Office,5,Negotiable,2026-09-21,2026-10-21,bdjobs.com,https://bdjobs.com/h/details/1536241
Full Stack Web & API Developer,Coding; Frontend Development (Web); Web App; Web Design; Web; Website Development; Backend Development; RESTful API; Database design; DevOps,At least 2 years The applicants should have experience in the following business area(s): IT Enabled Service,Subnex IT,Dhaka (Farmgate),Diploma in Computer Bachelor of Science (BSc),FullTime,Office,1,Tk. 20000 (Monthly),2026-09-21,2026-09-30,bdjobs.com,https://bdjobs.com/h/details/1536234
"Computer Science Teacher - Primary, Middle & O Level",Teaching; O level; Computer Science; Engineering; Assessment; Cambridge Curriculum,"3 to 5 years The applicants should have experience in the following business area(s): College, School",Sydney International School,Dhaka (GULSHAN 2),"Bachelor of Science (BSc) in Computer Science Bachelor of Science (BSc) in Information Technology Bachelor of Science (BSc) in Software Engineering Bachelor`s degree in Computer Science, Information T",FullTime,,1,--,2026-09-21,2026-10-21,bdjobs.com,https://bdjobs.com/h/details/1536218
Video Game 3D Model Designer Intern,3D Design; 3d Modeler; 3D modeling and rendering; 3D models(character; Blender; Maya; Substance Painter; unreal engine; Zbrush; Maya and Cinema 4D,NA,BDGAME STUDIO,Dhaka (Banani),Bachelor of Fine Arts (B.F.A),Intern,Office,5,Negotiable,2026-09-21,2026-10-05,bdjobs.com,https://bdjobs.com/h/details/1535907
Executive - Data Analytics,Looker; Microsoft Power BI; SaaS; Tableau; Data analysis; Data Analytics; Analytical Skill,"1 to 3 years The applicants should have experience in the following business area(s): Advertising Agency, Engineering Firms, Advertising Technology (AdTech) Startup",TechGarlic Limited,Dhaka (DOHS Mohakhali),"Bachelor’s degree in Statistics, Data Science, Computer Science, Economics, Business, Marketing, Mathematics, MIS, or another relevant discipline.",FullTime,,1,Tk. 30000 - 40000 (Monthly),2026-09-21,2026-09-30,bdjobs.com,https://bdjobs.com/h/details/1535931
Full-Stack .NET Developer,.NET; Artificial intelligence (AI); ASP.NET Core; Azure; Dockers and Kubernetes; Full Stack Development; Nuxt.js; PostgreSQL; Vue.js; HTML5 & CSS3; REST API; TypeScript,"3 to 6 years The applicants should have experience in the following business area(s): Advertising Agency, Advertising Technology (AdTech) Startup, Engineering Firms, IT Enabled Service, Software Company",TechGarlic Limited,Dhaka (DOHS Mohakhali),"Bachelor of Science (BSc) in Computer Science & Engineering, Information Technology, Computer Science",FullTime,Office,2,Negotiable,2026-09-21,2026-09-30,bdjobs.com,https://bdjobs.com/h/details/1536163
"Officer, IT",Computer Networks; Computer Troubleshooting; LAN; WAN; Windows Server; IT Support Service; IT System Management,"5 to 10 years The applicants should have experience in the following business area(s): Development Agency, Group of Companies, NGO",Bangladesh Bondhu Foundation (BONDHU),Dhaka (Bosila),Diploma in Computer in Computer Science & Engineering Bachelor of Science (BSc) in Computer Science & Engineering,FullTime,Office,1,Negotiable,2026-09-21,2026-09-28,bdjobs.com,https://bdjobs.com/h/details/1536085
IT Officer / IT In-Charge,CCTV Installation; IT Support Service; Maintenance and Troubleshooting; Networking,1 to 2 years The applicants should have experience in the following business area(s): Hospital Freshers are also encouraged to apply.,Bangladesh Eye Hospital Mirpur Ltd.,Dhaka (Mirpur 2),Bachelor of Science (BSc) in Computer Science & Engineering,FullTime,Office,1,Negotiable,2026-09-21,2026-09-27,bdjobs.com,https://bdjobs.com/h/details/1535975
Executive - ICT (IT Support & Network),Corporate IT Support; ERP Software; Hardware & Networking; Information technology; IT Support Service; Operating Systems,"1 to 3 years The applicants should have experience in the following business area(s): Diagnostic Centre, Healthcare/Lifestyle product, Hospital, IT Enabled Service, Pharmaceutical/Medicine Companies Freshers are also encouraged to apply.",Popular Diagnostic Centre Ltd,Dhaka,"Diploma in Computer in Computer Science, Computer Engineering Bachelor`s Degree / EEE, ICT, or a related discipline from a recognized institution.",FullTime,Office,1,Negotiable,2026-09-21,2026-10-06,bdjobs.com,https://bdjobs.com/h/details/1535342
